Column1,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,Rating,City,COGS,Profit
136,700-81-1757,A,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,20:59,Credit card,8.8,Yangon,110.502,27.6255
175,827-26-2100,A,Member,Male,Home and lifestyle,33.84,9,15.228,319.788,3/21/2019,16:21,Ewallet,8.8,Yangon,255.8304,63.9576
248,799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,326.424,1/7/2019,16:11,Credit card,8.8,Yangon,261.1392,65.2848
272,126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,1/7/2019,11:44,Credit card,8.8,Yangon,162.8424,40.7106
692,689-05-1884,A,Member,Male,Health and beauty,48.63,10,24.315,510.615,3/4/2019,12:44,Cash,8.8,Yangon,408.492,102.123
742,373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,2/12/2019,14:33,Ewallet,8.8,Yangon,120.3384,30.0846
854,160-22-2687,A,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,1/23/2019,14:21,Ewallet,8.8,Yangon,402.99,100.7475
992,745-74-0715,A,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,3/10/2019,20:46,Ewallet,8.8,Yangon,97.4904,24.3726
1217,677-11-0152,C,Normal,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,8.8,Naypyitaw,705.0456,176.2614
1747,451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,15:20,Ewallet,8.8,Naypyitaw,71.2572,17.8143
1789,468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,3/3/2019,17:36,Cash,8.8,Naypyitaw,295.7472,73.9368
1903,409-49-6995,C,Member,Female,Food and beverages,47.27,6,14.181,297.801,2/5/2019,10:17,Cash,8.8,Naypyitaw,238.2408,59.5602
1912,450-42-3339,C,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2/9/2019,18:58,Credit card,8.8,Naypyitaw,710.724,177.681
2145,590-83-4591,B,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,14:40,Credit card,8.8,Mandalay,440.748,110.187
167,687-47-8271,A,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2/8/2019,16:20,Credit card,8.7,Yangon,831.432,207.858
257,729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2/5/2019,10:16,Ewallet,8.7,Yangon,130.5864,32.6466
265,253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,8.7,Yangon,578.592,144.648
626,816-57-2053,A,Normal,Male,Sports and travel,60.87,2,6.087,127.827,3/9/2019,12:37,Ewallet,8.7,Yangon,102.2616,25.5654
645,706-36-6154,A,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,1/18/2019,18:43,Ewallet,8.7,Yangon,146.3616,36.5904
823,276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,3/4/2019,10:05,Cash,8.7,Yangon,173.1492,43.2873
1079,841-35-6630,C,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2019,18:21,Cash,8.7,Naypyitaw,382.5864,95.6466
1383,743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,8.7,Naypyitaw,561.4812,140.3703
1422,750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,1/8/2019,13:48,Credit card,8.7,Naypyitaw,152.4768,38.1192
1428,271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2/8/2019,13:00,Credit card,8.7,Naypyitaw,816.564,204.141
1523,521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/2019,20:46,Credit card,8.7,Naypyitaw,165.438,41.3595
2186,414-12-7047,B,Normal,Male,Food and beverages,19.79,8,7.916,166.236,1/18/2019,12:04,Ewallet,8.7,Mandalay,132.9888,33.2472
2215,875-46-5808,B,Member,Male,Health and beauty,25.9,10,12.95,271.95,2/6/2019,14:51,Ewallet,8.7,Mandalay,217.56,54.39
2230,549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,8.7,Mandalay,637.5264,159.3816
2243,545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52,Credit card,8.7,Mandalay,26.6868,6.6717
2473,234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,3/3/2019,12:25,Credit card,8.7,Mandalay,613.62,153.405
2504,608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,3/5/2019,20:24,Ewallet,8.7,Mandalay,170.1504,42.5376
2607,470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30,Credit card,8.7,Mandalay,37.3464,9.3366
2930,777-67-2495,B,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2/22/2019,11:26,Ewallet,8.7,Mandalay,173.8044,43.4511
2964,574-80-1489,B,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22,Ewallet,8.7,Mandalay,211.176,52.794
18,329-62-1586,A,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,1/21/2019,18:00,Credit card,8.6,Yangon,137.7684,34.4421
63,199-75-8169,A,Normal,Male,Sports and travel,15.81,10,7.905,166.005,3/6/2019,12:27,Credit card,8.6,Yangon,132.804,33.201
574,550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/2019,14:33,Credit card,8.6,Yangon,360.822,90.2055
751,585-86-8361,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2/3/2019,10:31,Credit card,8.6,Yangon,114.576,28.644
1082,263-10-3913,C,Member,Male,Fashion accessories,49.04,9,22.068,463.428,1/9/2019,14:20,Credit card,8.6,Naypyitaw,370.7424,92.6856
1243,755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,232.155,3/5/2019,17:07,Credit card,8.6,Naypyitaw,185.724,46.431
1333,719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,3/12/2019,16:30,Cash,8.6,Naypyitaw,316.7136,79.1784
1559,399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/2019,10:23,Credit card,8.6,Naypyitaw,111.9384,27.9846
1751,390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,2/2/2019,16:33,Cash,8.6,Naypyitaw,32.2728,8.0682
1853,862-29-5914,C,Normal,Female,Sports and travel,22.38,1,1.119,23.499,1/30/2019,17:08,Credit card,8.6,Naypyitaw,18.7992,4.6998
1898,607-76-6216,C,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,3/2/2019,16:35,Credit card,8.6,Naypyitaw,388.458,97.1145
1917,151-27-8496,C,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,1/19/2019,11:43,Ewallet,8.6,Naypyitaw,188.5968,47.1492
2105,152-08-9985,B,Member,Male,Health and beauty,64.36,9,28.962,608.202,3/12/2019,12:09,Credit card,8.6,Mandalay,486.5616,121.6404
2316,396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,8.6,Mandalay,100.5312,25.1328
2583,343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/2019,11:48,Cash,8.6,Mandalay,224.028,56.007
2617,830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,8.6,Mandalay,106.68,26.67
2820,559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,10:38,Cash,8.6,Mandalay,14.91,3.7275
2891,761-49-0439,B,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17,Ewallet,8.6,Mandalay,81.312,20.328
25,227-03-5010,A,Normal,Male,Home and lifestyle,52.59,8,21.036,441.756,3/22/2019,19:20,Credit card,8.5,Yangon,353.4048,88.3512
51,162-48-8011,A,Normal,Female,Food and beverages,44.59,5,11.1475,234.0975,2/10/2019,15:10,Cash,8.5,Yangon,187.278,46.8195
169,105-31-1824,A,Member,Male,Sports and travel,69.52,7,24.332,510.972,2/1/2019,15:10,Credit card,8.5,Yangon,408.7776,102.1944
283,667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,628.929,3/4/2019,15:02,Ewallet,8.5,Yangon,503.1432,125.7858
806,618-34-8551,A,Normal,Female,Sports and travel,93.18,2,9.318,195.678,1/16/2019,18:41,Credit card,8.5,Yangon,156.5424,39.1356
827,760-53-9233,A,Member,Male,Fashion accessories,41.28,3,6.192,130.032,3/26/2019,18:37,Credit card,8.5,Yangon,104.0256,26.0064
976,221-25-5073,A,Normal,Female,Food and beverages,74.66,4,14.932,313.572,3/4/2019,10:39,Cash,8.5,Yangon,250.8576,62.7144
1134,663-86-9076,C,Member,Female,Food and beverages,68.54,8,27.416,575.736,1/8/2019,15:57,Ewallet,8.5,Naypyitaw,460.5888,115.1472
1340,835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,8.5,Naypyitaw,61.74,15.435
1502,556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,1/1/2019,15:51,Cash,8.5,Naypyitaw,106.2096,26.5524
1521,413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,8.5,Naypyitaw,43.2348,10.8087
1625,641-96-3695,C,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2/7/2019,17:55,Ewallet,8.5,Naypyitaw,219.0384,54.7596
1720,735-32-9839,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,1/31/2019,10:36,Ewallet,8.5,Naypyitaw,663.264,165.816
1746,733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,3/23/2019,12:41,Cash,8.5,Naypyitaw,326.9868,81.7467
2228,560-30-5617,B,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,8.5,Mandalay,104.034,26.0085
2364,115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,8.5,Mandalay,321.8124,80.4531
2650,364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,3/8/2019,15:27,Cash,8.5,Mandalay,74.046,18.5115
2997,374-38-5555,B,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2/7/2019,19:30,Ewallet,8.5,Mandalay,267.582,66.8955
3,123-19-1176,A,Normal,Male,Health and beauty,58.22,8,23.288,489.048,1/27/2019,8:30,Ewallet,8.4,Yangon,391.2384,97.8096
581,443-82-0585,A,Member,Female,Health and beauty,77.68,4,15.536,326.256,2/1/2019,19:54,Cash,8.4,Yangon,261.0048,65.2512
959,384-59-6655,A,Member,Female,Food and beverages,98.66,9,44.397,932.337,2/19/2019,15:07,Cash,8.4,Yangon,745.8696,186.4674
981,809-46-1866,A,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44,Cash,8.4,Yangon,195.384,48.846
1149,488-25-4221,C,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36,Credit card,8.4,Naypyitaw,25.5444,6.3861
1257,662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,8.4,Naypyitaw,295.596,73.899
1325,787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,8.4,Naypyitaw,148.0752,37.0188
1327,622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,8.4,Naypyitaw,33.1128,8.2782
1360,320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44,Cash,8.4,Naypyitaw,25.4016,6.3504
1475,233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,8.4,Naypyitaw,83.0256,20.7564
1486,541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2/2/2019,20:29,Cash,8.4,Naypyitaw,443.3184,110.8296
1499,148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,8.4,Naypyitaw,101.808,25.452
1539,236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,8.4,Naypyitaw,123.3036,30.8259
2058,370-41-7321,B,Normal,Male,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,17:24,Credit card,8.4,Mandalay,428.5764,107.1441
2124,227-78-1148,B,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44,Cash,8.4,Mandalay,428.2992,107.0748
2765,775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,1/24/2019,15:05,Ewallet,8.4,Mandalay,307.776,76.944
2830,869-11-3082,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,1/27/2019,20:03,Credit card,8.4,Mandalay,323.0976,80.7744
3001,430-53-4718,B,Member,Male,Health and beauty,75.37,8,30.148,633.108,1/28/2019,15:46,Credit card,8.4,Mandalay,506.4864,126.6216
131,802-70-5316,A,Member,Female,Sports and travel,92.13,6,27.639,580.419,3/6/2019,20:34,Cash,8.3,Yangon,464.3352,116.0838
215,802-43-8934,A,Normal,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,15:05,Credit card,8.3,Yangon,15.3552,3.8388
487,795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,8.3,Yangon,124.824,31.206
572,239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,3/10/2019,19:35,Ewallet,8.3,Yangon,59.5644,14.8911
1089,787-56-0757,C,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,18:45,Credit card,8.3,Naypyitaw,270.0096,67.5024
1166,894-41-5205,C,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,19:39,Credit card,8.3,Naypyitaw,290.1696,72.5424
1717,728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,3/19/2019,15:52,Ewallet,8.3,Naypyitaw,253.7808,63.4452
1786,629-42-4133,C,Normal,Male,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,8.3,Naypyitaw,146.496,36.624
2256,376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2/2/2019,18:42,Credit card,8.3,Mandalay,630.8064,157.7016
2410,793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,3/5/2019,13:30,Credit card,8.3,Mandalay,206.9424,51.7356
2430,848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,1/12/2019,17:13,Ewallet,8.3,Mandalay,96.1296,24.0324
13,252-56-2699,A,Normal,Male,Food and beverages,43.19,10,21.595,453.495,2/7/2019,16:48,Ewallet,8.2,Yangon,362.796,90.699
419,745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2/4/2019,10:23,Cash,8.2,Yangon,148.2936,37.0734
559,218-59-9410,A,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/2019,16:54,Ewallet,8.2,Yangon,182.4984,45.6246
629,308-39-1707,A,Normal,Female,Fashion accessories,12.09,1,-0.6045,12.6945,1/26/2019,18:19,Credit card,8.2,Yangon,10.1556,2.5389
857,748-45-2862,A,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,3/7/2019,18:35,Cash,8.2,Yangon,95.1216,23.7804
1061,399-46-5918,C,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,19:01,Cash,8.2,Naypyitaw,577.7856,144.4464
1097,225-32-0908,C,Normal,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,19:54,Ewallet,8.2,Naypyitaw,376.824,94.206
1204,699-01-4164,C,Normal,Male,Health and beauty,41.5,4,8.3,174.3,3/12/2019,19:58,Credit card,8.2,Naypyitaw,139.44,34.86
1229,279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,8.2,Naypyitaw,10.5336,2.6334
1520,503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,8.2,Naypyitaw,343.3332,85.8333
1980,744-82-9138,C,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2/7/2019,17:59,Cash,8.2,Naypyitaw,144.6984,36.1746
2150,241-72-9525,B,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12:21,Cash,8.2,Mandalay,436.044,109.011
2502,686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,8.2,Mandalay,58.296,14.574
2544,857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/2019,19:20,Ewallet,8.2,Mandalay,192.78,48.195
717,482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47,Credit card,8.1,Yangon,30.0888,7.5222
797,864-24-7918,A,Member,Female,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,8.1,Yangon,205.716,51.429
903,865-41-9075,A,Normal,Male,Food and beverages,11.53,7,-4.0355,84.7455,1/28/2019,17:35,Cash,8.1,Yangon,67.7964,16.9491
1147,280-17-4359,C,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,13:48,Cash,8.1,Naypyitaw,760.2,190.05
1324,704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,3/11/2019,18:58,Credit card,8.1,Naypyitaw,174.4596,43.6149
1396,541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,8.1,Naypyitaw,202.8096,50.7024
1446,450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,8.1,Naypyitaw,73.248,18.312
1684,648-94-3045,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2/7/2019,14:27,Ewallet,8.1,Naypyitaw,495.18,123.795
1742,386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59,Credit card,8.1,Naypyitaw,477.456,119.364
2060,669-54-1719,B,Normal,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,12:45,Credit card,8.1,Mandalay,95.4072,23.8518
2585,355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,8.1,Mandalay,121.6152,30.4038
2591,207-73-1363,B,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/2019,12:15,Ewallet,8.1,Mandalay,116.7768,29.1942
2903,114-35-5271,B,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2/7/2019,15:06,Cash,8.1,Mandalay,389.1552,97.2888
144,239-10-7476,A,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,16:37,Ewallet,8,Yangon,392.868,98.217
182,851-28-6367,A,Member,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55,Ewallet,8,Yangon,130.2,32.55
405,882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,8,Yangon,225.9936,56.4984
524,534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/2019,14:36,Credit card,8,Yangon,411.8184,102.9546
759,156-95-3964,A,Normal,Female,Food and beverages,55.39,4,11.078,232.638,3/25/2019,15:19,Ewallet,8,Yangon,186.1104,46.5276
803,759-29-9521,A,Member,Female,Fashion accessories,48.96,9,22.032,462.672,3/4/2019,11:27,Cash,8,Yangon,370.1376,92.5344
1013,315-22-5665,C,Normal,Male,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019,11:38,Ewallet,8,Naypyitaw,617.904,154.476
1368,471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,209.559,3/7/2019,20:37,Ewallet,8,Naypyitaw,167.6472,41.9118
1588,339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/2019,15:06,Credit card,8,Naypyitaw,156.2064,39.0516
1662,250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,10:23,Credit card,8,Naypyitaw,83.7396,20.9349
1705,751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,1/12/2019,16:18,Ewallet,8,Naypyitaw,819,204.75
1777,759-98-4285,C,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,8,Naypyitaw,504.9156,126.2289
2116,716-39-1409,B,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,18:19,Cash,8,Mandalay,178.458,44.6145
2197,895-66-0685,B,Member,Male,Food and beverages,18.08,3,2.712,56.952,3/5/2019,19:46,Ewallet,8,Mandalay,45.5616,11.3904
2244,418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,8,Mandalay,635.7204,158.9301
2411,346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,3/4/2019,16:28,Cash,8,Mandalay,145.4544,36.3636
2439,650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,8,Mandalay,52.5924,13.1481
2698,767-97-4650,B,Member,Female,Sports and travel,64.83,2,6.483,136.143,1/8/2019,11:59,Credit card,8,Mandalay,108.9144,27.2286
2760,487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,19:28,Credit card,8,Mandalay,92.9124,23.2281
2787,120-54-2248,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,1/22/2019,18:08,Credit card,8,Mandalay,121.212,30.303
2816,831-81-6575,B,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,8,Mandalay,571.4604,142.8651
205,749-24-1565,A,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,1/3/2019,12:02,Ewallet,7.9,Yangon,174.1068,43.5267
333,442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,7.9,Yangon,39.4464,9.8616
657,562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,1/18/2019,10:11,Ewallet,7.9,Yangon,222.138,55.5345
840,497-36-0989,A,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,7.9,Yangon,130.8888,32.7222
1055,574-22-5561,C,Normal,Female,Fashion accessories,82.63,10,41.315,867.615,3/19/2019,17:08,Ewallet,7.9,Naypyitaw,694.092,173.523
1112,628-34-3388,C,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,1/5/2019,20:54,Credit card,7.9,Naypyitaw,137.9952,34.4988
1287,523-38-0215,C,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,7.9,Naypyitaw,31.08,7.77
1465,729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,7.9,Naypyitaw,30.1476,7.5369
1667,842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,125.979,1/16/2019,12:07,Credit card,7.9,Naypyitaw,100.7832,25.1958
1911,118-62-1812,C,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,3/24/2019,17:56,Cash,7.9,Naypyitaw,263.3568,65.8392
1954,373-88-1424,C,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2/6/2019,18:44,Ewallet,7.9,Naypyitaw,150.402,37.6005
2052,280-35-5823,B,Normal,Male,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,18:45,Ewallet,7.9,Mandalay,72.8448,18.2112
2231,790-29-1172,B,Normal,Female,Food and beverages,57.34,3,8.601,180.621,3/10/2019,18:59,Credit card,7.9,Mandalay,144.4968,36.1242
2276,154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,7.9,Mandalay,45.738,11.4345
2286,477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,7.9,Mandalay,502.5384,125.6346
2734,776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,3/18/2019,13:45,Credit card,7.9,Mandalay,111.1824,27.7956
2780,711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,7.9,Mandalay,321.3504,80.3376
2812,751-15-6198,B,Normal,Male,Sports and travel,23.01,6,6.903,144.963,1/12/2019,16:45,Ewallet,7.9,Mandalay,115.9704,28.9926
309,848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,3/5/2019,17:43,Cash,7.8,Yangon,137.6088,34.4022
369,254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,3/6/2019,12:46,Credit card,7.8,Yangon,162.54,40.635
406,732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,1/11/2019,19:07,Credit card,7.8,Yangon,57.918,14.4795
412,132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,1/4/2019,13:21,Cash,7.8,Yangon,88.074,22.0185
698,868-06-0466,A,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2/19/2019,19:38,Credit card,7.8,Yangon,526.0248,131.5062
781,534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2/11/2019,16:06,Ewallet,7.8,Yangon,318.3936,79.5984
861,840-76-5966,A,Member,Male,Sports and travel,12.76,2,1.276,26.796,1/8/2019,18:06,Ewallet,7.8,Yangon,21.4368,5.3592
1117,210-67-5886,C,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2/5/2019,10:41,Credit card,7.8,Naypyitaw,247.4892,61.8723
1213,263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,7.8,Naypyitaw,239.652,59.913
1964,867-47-1948,C,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,1/9/2019,12:07,Cash,7.8,Naypyitaw,132.72,33.18
2352,378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2/10/2019,18:23,Credit card,7.8,Mandalay,121.1868,30.2967
2367,889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,1/7/2019,12:20,Credit card,7.8,Mandalay,299.5104,74.8776
2427,268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,7.8,Mandalay,80.7324,20.1831
2615,642-30-6693,B,Normal,Female,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,7.8,Mandalay,274.7304,68.6826
2662,369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,1/15/2019,18:22,Ewallet,7.8,Mandalay,317.772,79.443
27,189-17-4241,A,Normal,Male,Fashion accessories,87.67,2,8.767,184.107,3/10/2019,12:17,Credit card,7.7,Yangon,147.2856,36.8214
437,345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,3/8/2019,15:37,Credit card,7.7,Yangon,171.3096,42.8274
567,651-88-7328,A,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,1/1/2019,13:55,Cash,7.7,Yangon,496.9944,124.2486
